Picture ID;Category;Description;WordNet_1;WordNet_2;WordNet_3;WordNet_4;WordNet_5;WordNet_6;WordNet_7
Faces_001_h;Faces;children with a dog;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";"{02064081} <noun.animal> dog#1, domestic dog#1, Canis familiaris#1 -- (a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds; ""the dog barked all night"")";;;;;
Faces_002_v;Faces;woman with a dog;"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{02064081} <noun.animal> dog#1, domestic dog#1, Canis familiaris#1 -- (a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds; ""the dog barked all night"")";;;;;
Faces_003_h;Faces;children;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";;;;;;
Faces_004_h;Faces;baby crying;"{09682781} <noun.person> baby#1, babe#1, infant#1 -- (a very young child (birth to 1 year) who has not yet begun to walk or talk; ""isn't she too young to have a baby?"")";"{00065431} <verb.body> cry#2, weep#1 -- (shed tears because of sadness, rage, or pain; ""She cried bitterly when she heard the news of his death""; ""The girl in the wheelchair wept with frustration when she could not get up the stairs"")";{03404471} <noun.artifact> glove#2 -- (handwear: covers the hand and wrist);;;;
Faces_005_h;Faces;baby in incubator;"{09682781} <noun.person> baby#1, babe#1, infant#1 -- (a very young child (birth to 1 year) who has not yet begun to walk or talk; ""isn't she too young to have a baby?"")";"{03527931} <noun.artifact> incubator#1, brooder#1 -- (apparatus consisting of a box designed to maintain a constant temperature by the use of a thermostat; used for chicks or premature infants)";;;;;
Faces_006_h;Faces;girl;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";;;;;;
Faces_007_h;Faces;amputee boy;{09645967} <noun.person> amputee#1 -- (someone who has had a limb removed by amputation);"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";{07944757} <noun.group> hospital#2 -- (a medical institution where sick or injured people are given medical or surgical care);;;;
Faces_008_h;Faces;child crying;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";"{00065431} <verb.body> cry#2, weep#1 -- (shed tears because of sadness, rage, or pain; ""She cried bitterly when she heard the news of his death""; ""The girl in the wheelchair wept with frustration when she could not get up the stairs"")";{14845903} <noun.substance> snow#2 -- (a layer of snowflakes (white crystals of frozen water) covering the ground);;;;
Faces_009_h;Faces;hurting child;"{02101881} <verb.perception> hurt1#6, ache1#1, suffer#7 -- (feel physical pain; ""Were you hurting after the accident?"")";"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";;;;;
Faces_010_h;Faces;child with burns;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";{14098737} <noun.state> burn1#3 -- (an injury caused by exposure to heat or chemicals or radiation);{07944757} <noun.group> hospital#2 -- (a medical institution where sick or injured people are given medical or surgical care);;;;
Faces_011_h;Faces;sick child;"{02624970} <adj.all> ill1#1 (vs. well1#1), sick1#1 -- (affected by an impairment of normal physical or mental function; ""ill from the monotony of his suffering"")";"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";;;;;
Faces_012_v;Faces;sad girl;"{01412748} <adj.all> sad#1 (vs. glad#1) -- (experiencing or showing sorrow or unhappiness; ""feeling sad because his dog had died""; ""Better by far that you should forget and smile / Than that you should remember and be sad""- Christina Rossetti)";"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";;;;;
Faces_013_h;Faces;child in a rescue sled;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";{02526872} <verb.social> rescue#1, deliver1#4 -- (free from harm or evil);"{04185439} <noun.artifact> sled#1, sledge1#1, sleigh#1 -- (a vehicle mounted on runners and pulled by horses or dogs; for transportation over snow)";;;;
Faces_014_h;Faces;children;"{09771976} <noun.person> child1#2, kid1#4 -- (a human offspring (son or daughter) of any age; ""they had three children""; ""they were able to send their kids to college"")";{08113205} <noun.group> village#1, small town#1, settlement1#2 -- (a community of people smaller than a town);;;;;
Faces_015_h;Faces;children;"{09771976} <noun.person> child1#2, kid1#4 -- (a human offspring (son or daughter) of any age; ""they had three children""; ""they were able to send their kids to college"")";;;;;;
Faces_016_h;Faces;armed children;"{00160892} <adj.all> armed1#1 (vs. unarmed1#1) -- ((used of persons or the military) characterized by having or bearing arms; ""armed robbery"")";"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";;;;;
Faces_017_h;Faces;boy playing;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";"{02395028} <verb.social> play3#5 -- (be at play; be engaged in playful activity; amuse oneself in a way characteristic of children; ""The kids were playing outside all day""; ""I used to play with trucks as a little girl"")";;;;;
Faces_018_h;Faces;armed boys;"{00160892} <adj.all> armed1#1 (vs. unarmed1#1) -- ((used of persons or the military) characterized by having or bearing arms; ""armed robbery"")";"{10464570} <noun.person> son#1, boy3#3 -- (a male human offspring; ""their son became a famous judge""; ""his boy is taller than he is"")";;;;;
Faces_019_h;Faces;baby with cleft lip;"{09682781} <noun.person> baby#1, babe#1, infant#1 -- (a very young child (birth to 1 year) who has not yet begun to walk or talk; ""isn't she too young to have a baby?"")";"{01543546} <verb.contact> cleave#1, split#2, rive1#2 -- (separate or cut with a tool, such as a sharp instrument; ""cleave the bone"")";{05242431} <noun.body> lip#1 -- (fleshy folds of tissue as those surrounding the mouth);;;;
Faces_020_h;Faces;child eating;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";"{01157345} <verb.consumption> eat#1 -- (take in solid food; ""She was eating a banana""; ""What did you eat for dinner last night?"")";;;;;
Faces_021_h;Faces;baby crying;"{09682781} <noun.person> baby#1, babe#1, infant#1 -- (a very young child (birth to 1 year) who has not yet begun to walk or talk; ""isn't she too young to have a baby?"")";"{00903733} <verb.communication> shout1#2, shout out#1, cry1#1, call9#5, yell1#1, scream1#1, holler5#2, hollo#3, squall#2 -- (utter a sudden loud cry; ""she cried with pain when the doctor inserted the needle""; ""I yelled to her from the window but she couldn't hear me"")";;;;;
Faces_022_h;Faces;sad child;"{01412748} <adj.all> sad#1 (vs. glad#1) -- (experiencing or showing sorrow or unhappiness; ""feeling sad because his dog had died""; ""Better by far that you should forget and smile / Than that you should remember and be sad""- Christina Rossetti)";"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";;;;;
Faces_023_h;Faces;child;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";"{01157345} <verb.consumption> eat#1 -- (take in solid food; ""She was eating a banana""; ""What did you eat for dinner last night?"")";{03291974} <noun.artifact> fence#1, fencing#1 -- (a barrier that serves to enclose an area);;;;
Faces_024_h;Faces;child;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";;;;;;
Faces_025_h;Faces;baby in incubator;"{09682781} <noun.person> baby#1, babe#1, infant#1 -- (a very young child (birth to 1 year) who has not yet begun to walk or talk; ""isn't she too young to have a baby?"")";"{03527931} <noun.artifact> incubator#1, brooder#1 -- (apparatus consisting of a box designed to maintain a constant temperature by the use of a thermostat; used for chicks or premature infants)";;;;;
Faces_026_h;Faces;boy;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";;;;;;
Faces_027_h;Faces;boy;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";;;;;;
Faces_028_h;Faces;wounded woman and a child;"{01367907} <adj.all> hurt1#1, wounded1#1 -- (suffering from physical injury especially that suffered in battle; ""nursing his wounded arm""; ""ambulances...for the hurt men and women""";"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";;;;
Faces_029_h;Faces;baby in incubator;"{09682781} <noun.person> baby#1, babe#1, infant#1 -- (a very young child (birth to 1 year) who has not yet begun to walk or talk; ""isn't she too young to have a baby?"")";"{03527931} <noun.artifact> incubator#1, brooder#1 -- (apparatus consisting of a box designed to maintain a constant temperature by the use of a thermostat; used for chicks or premature infants)";;;;;
Faces_030_h;Faces;child;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";;;;;;
Faces_031_v;Faces;amputee girl;{09645967} <noun.person> amputee#1 -- (someone who has had a limb removed by amputation);"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";"{00065431} <verb.body> cry#2, weep#1 -- (shed tears because of sadness, rage, or pain; ""She cried bitterly when she heard the news of his death""; ""The girl in the wheelchair wept with frustration when she could not get up the stairs"")";;;;
Faces_032_h;Faces;boy with a cigarette;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";"{03000687} <noun.artifact> cigarette#1, cigaret#1, coffin nail#1, butt4#6, fag#2 -- (finely ground tobacco wrapped in paper; for smoking)";;;;;
Faces_033_h;Faces;boys with crutches;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";"{03109655} <noun.artifact> crutch#1 -- (a wooden or metal staff that fits under the armpit and reaches to the ground; used by disabled person while walking)";;;;;
Faces_034_h;Faces;sick child;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";"{02624970} <adj.all> ill1#1 (vs. well1#1), sick1#1 -- (affected by an impairment of normal physical or mental function; ""ill from the monotony of his suffering"")";;;;;
Faces_035_h;Faces;child eating;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";"{01157345} <verb.consumption> eat#1 -- (take in solid food; ""She was eating a banana""; ""What did you eat for dinner last night?"")";;;;;
Faces_036_h;Faces;woman and a child;"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";;;;;
Faces_037_h;Faces;boy crying;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";"{00065431} <verb.body> cry#2, weep#1 -- (shed tears because of sadness, rage, or pain; ""She cried bitterly when she heard the news of his death""; ""The girl in the wheelchair wept with frustration when she could not get up the stairs"")";;;;;
Faces_038_h;Faces;boy with a gun;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";{03430539} <noun.artifact> gun#1 -- (a weapon that discharges a missile at high velocity (especially from a metal tube or barrel));;;;;
Faces_039_h;Faces;sad girl;"{01412748} <adj.all> sad#1 (vs. glad#1) -- (experiencing or showing sorrow or unhappiness; ""feeling sad because his dog had died""; ""Better by far that you should forget and smile / Than that you should remember and be sad""- Christina Rossetti)";"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";;;;;
Faces_040_h;Faces;child;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";;;;;;
Faces_041_h;Faces;child in a hospital;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";{07944757} <noun.group> hospital#2 -- (a medical institution where sick or injured people are given medical or surgical care);;;;;
Faces_042_h;Faces;boy smiling;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";"{00386156} <adj.all> beamish#1, smiling#1(prenominal), twinkly#1 -- (smiling with happiness or optimism; ""Come to my arms, my beamish boy!""- Lewis Carroll; ""a room of smiling faces""; ""a round red twinkly Santa Claus"")";;;;;
Faces_043_v;Faces;girl having a massage;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";"{00118780} <verb.change> have1#11, experience#5 -- (undergo; ""The stocks had a fast run-up"")";{00651141} <noun.act> massage#1 -- (kneading and rubbing parts of the body to increase circulation and promote relaxation);;;;
Faces_044_h;Faces;girl;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";;;;;;
Faces_045_h;Faces;girl;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";;;;;;
Faces_046_h;Faces;girls eating;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";"{01157345} <verb.consumption> eat#1 -- (take in solid food; ""She was eating a banana""; ""What did you eat for dinner last night?"")";;;;;
Faces_047_h;Faces;boy;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";;;;;;
Faces_048_h;Faces;boys;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";;;;;;
Faces_049_h;Faces;girl;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";;;;;;
Faces_050_h;Faces;children playing;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";"{02395028} <verb.social> play3#5 -- (be at play; be engaged in playful activity; amuse oneself in a way characteristic of children; ""The kids were playing outside all day""; ""I used to play with trucks as a little girl"")";;;;;
Faces_051_h;Faces;boy on a bike;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";{03748597} <noun.artifact> motorcycle#1, bike2#1 -- (a motor vehicle with two wheels and a strong frame);;;;;
Faces_052_h;Faces;girl sleeping;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";{00014762} <verb.body> sleep#1, kip#1, slumber#1, log Z's#1, catch some Z's#1 -- (be asleep);;;;;
Faces_053_h;Faces;children;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";;;;;;
Faces_054_v;Faces;girl;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";;;;;;
Faces_055_h;Faces;girl;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";;;;;;
Faces_056_h;Faces;boy;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";;;;;;
Faces_057_h;Faces;boy;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";;;;;;
Faces_058_h;Faces;girl;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";;;;;;
Faces_059_h;Faces;girl;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";;;;;;
Faces_060_h;Faces;family;"{07968033} <noun.group> family2#1, household#1, house5#4, home#7, menage#1 -- (a social unit living together; ""he moved his family to Virginia""; ""It was a good Christian household""; ""I waited until the whole house was asleep""; ""the teacher asked how many people made up his home"")";;;;;;
Faces_061_h;Faces;baby sleeping;"{09682781} <noun.person> baby#1, babe#1, infant#1 -- (a very young child (birth to 1 year) who has not yet begun to walk or talk; ""isn't she too young to have a baby?"")";{00014762} <verb.body> sleep#1, kip#1, slumber#1, log Z's#1, catch some Z's#1 -- (be asleep);;;;;
Faces_062_v;Faces;girl;"{09979060} <noun.person> girl#1, miss#1, missy#1, young lady#1, young woman#1, fille#1 -- (a young woman; ""a young lady of 18"")";;;;;;
Faces_063_v;Faces;child eating;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";"{01157345} <verb.consumption> eat#1 -- (take in solid food; ""She was eating a banana""; ""What did you eat for dinner last night?"")";;;;;
Faces_064_h;Faces;woman and girls;"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";;;;;
Faces_065_h;Faces;girl;"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";;;;;;
Faces_066_h;Faces;child playing;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";"{02395028} <verb.social> play3#5 -- (be at play; be engaged in playful activity; amuse oneself in a way characteristic of children; ""The kids were playing outside all day""; ""I used to play with trucks as a little girl"")";{04464005} <noun.artifact> vacuum#4, vacuum cleaner#1 -- (an electrical home appliance that cleans by suction);;;;
Faces_067_h;Faces;baby;"{09682781} <noun.person> baby#1, babe#1, infant#1 -- (a very young child (birth to 1 year) who has not yet begun to walk or talk; ""isn't she too young to have a baby?"")";;;;;;
Faces_068_h;Faces;children;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";{10404849} <noun.person> Scout3#2 -- (a Boy Scout or Girl Scout);;;;;
Faces_069_h;Faces;boy;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";;;;;;
Faces_070_v;Faces;child;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";;;;;;
Faces_071_v;Faces;boy;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";"{11975888} <noun.plant> corn#1, maize#1, Indian corn#1, Zea mays#1 -- (tall annual cereal grass bearing kernels on large ears: widely cultivated in America in many varieties; the principal cereal in Mexico and Central and South America since pre-Columbian times)";;;;;
Faces_072_h;Faces;boy;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";;;;;;
Faces_073_v;Faces;child;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";;;;;;
Faces_074_h;Faces;woman and a girl;"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";;;;;
Faces_075_v;Faces;girl;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";"{00751461} <verb.communication> pray#1 -- (address God; say a prayer)";;;;;
Faces_076_h;Faces;girl playing;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";{02756004} <noun.artifact> balloon1#1 -- (small thin inflatable rubber bag with narrow neck);"{02395028} <verb.social> play3#5 -- (be at play; be engaged in playful activity; amuse oneself in a way characteristic of children; ""The kids were playing outside all day""; ""I used to play with trucks as a little girl"")";;;;
Faces_077_v;Faces;girl drinking;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";"{01158929} <verb.consumption> drink#1, imbibe#3 -- (take in liquids; ""The patient must drink several liters each day""; ""The children like to drink soda"")";;;;;
Faces_078_h;Faces;girl;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";;;;;;
Faces_079_h;Faces;mother and child;"{10178093} <noun.person> mother#1, female parent#1 -- (a woman who has given birth to a child (also used as a term of address to your mother); ""the mother of three children"")";"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";"{09682781} <noun.person> baby#1, babe#1, infant#1 -- (a very young child (birth to 1 year) who has not yet begun to walk or talk; ""isn't she too young to have a baby?"")";;;;
Faces_080_h;Faces;woman and children;"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";{03352246} <noun.artifact> fountain2#1 -- (a structure from which an artificially produced jet of water arises);;;;
Faces_081_v;Faces;children smiling;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);;;;;
Faces_082_v;Faces;child playing;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";"{02395028} <verb.social> play3#5 -- (be at play; be engaged in playful activity; amuse oneself in a way characteristic of children; ""The kids were playing outside all day""; ""I used to play with trucks as a little girl"")";;;;;
