Picture ID;Category;Description;WordNet_1;WordNet_2;WordNet_3;WordNet_4;WordNet_5;WordNet_6;WordNet_7
Faces_256_h;Faces;elderly woman;"{01703749} <adj.all> aged1#1, elderly#1, older#1, senior#3 -- (advanced in years; (`aged' is pronounced as two syllables); ""aged members of the society""; ""elderly residents could remember the construction of the first skyscraper""; ""senior citizen"")";"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";;;;;
Faces_257_v;Faces;woman smiling;"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06785681} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";;;;;
Faces_258_h;Faces;men smiling;"{10133569} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{06785681} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";"{04319445} <noun.artifact> swimming pool#1, swimming bath#1, natatorium#1 -- (pool that provides a facility for swimming; ""`swimming bath' is a British term"")";;;;
Faces_259_v;Faces;mother and child;"{10178093} <noun.person> mother#1, female parent#1 -- (a woman who has given birth to a child (also used as a term of address to your mother); ""the mother of three children"")";"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";;;;;
Faces_260_h;Faces;elderly man;"{01703749} <adj.all> aged1#1, elderly#1, older#1, senior#3 -- (advanced in years; (`aged' is pronounced as two syllables); ""aged members of the society""; ""elderly residents could remember the construction of the first skyscraper""; ""senior citizen"")";"{10133569} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{02389840} <verb.social> work2#1 -- (exert oneself by doing mental or physical work for a purpose or out of necessity; ""I will work hard to improve my grades""; ""she worked hard for better living conditions for the poor"")";;;;
Faces_261_v;Faces;woman smiling;"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06785681} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";;;;;
Faces_262_h;Faces;elderly woman;"{01703749} <adj.all> aged1#1, elderly#1, older#1, senior#3 -- (advanced in years; (`aged' is pronounced as two syllables); ""aged members of the society""; ""elderly residents could remember the construction of the first skyscraper""; ""senior citizen"")";"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";;;;;
Faces_263_v;Faces;woman smiling;"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06785681} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";;;;;
Faces_264_h;Faces;butcher woman;{09738415} <noun.person> butcher#3, slaughterer#1 -- (a person who slaughters or dresses meat for market);"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";;;;;
Faces_265_h;Faces;butcher;{09738415} <noun.person> butcher#3, slaughterer#1 -- (a person who slaughters or dresses meat for market);"{10133569} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";;;;;
Faces_266_h;Faces;butcher;{09738415} <noun.person> butcher#3, slaughterer#1 -- (a person who slaughters or dresses meat for market);"{10133569} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";;;;;
Faces_267_v;Faces;cook;{09815502} <noun.person> cook#1 -- (someone who cooks food);{04455810} <noun.artifact> uniform#1 -- (clothing of distinctive design worn by members of a particular group as a means of identification);;;;;
Faces_268_h;Faces;butcher woman;{09738415} <noun.person> butcher#3, slaughterer#1 -- (a person who slaughters or dresses meat for market);"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";;;;;
Faces_269_v;Faces;soldier;"{10462567} <noun.person> soldier#1 -- (an enlisted man or woman who serves in an army; ""the soldiers stood at attention"")";{03430539} <noun.artifact> gun#1 -- (a weapon that discharges a missile at high velocity (especially from a metal tube or barrel));;;;;
Faces_270_h;Faces;man with a gun;"{10133569} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{03430539} <noun.artifact> gun#1 -- (a weapon that discharges a missile at high velocity (especially from a metal tube or barrel));;;;;
Faces_271_h;Faces;men with guns;"{10133569} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{03430539} <noun.artifact> gun#1 -- (a weapon that discharges a missile at high velocity (especially from a metal tube or barrel));;;;;
Faces_272_h;Faces;masked men with guns;"{01346090} <verb.contact> mask#2 -- (put a mask on or cover with a mask; ""Mask the children for Halloween"")";"{10133569} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{03430539} <noun.artifact> gun#1 -- (a weapon that discharges a missile at high velocity (especially from a metal tube or barrel));;;;
Faces_273_h;Faces;man with guns;"{10133569} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{03430539} <noun.artifact> gun#1 -- (a weapon that discharges a missile at high velocity (especially from a metal tube or barrel));;;;;
Faces_274_h;Faces;man with guns;"{10133569} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{03430539} <noun.artifact> gun#1 -- (a weapon that discharges a missile at high velocity (especially from a metal tube or barrel));;;;;
Faces_275_h;Faces;elderly man;"{01703749} <adj.all> aged1#1, elderly#1, older#1, senior#3 -- (advanced in years; (`aged' is pronounced as two syllables); ""aged members of the society""; ""elderly residents could remember the construction of the first skyscraper""; ""senior citizen"")";"{10133569} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";;;;;
Faces_276_h;Faces;women;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";{07975026} <noun.group> gathering#1, assemblage#1 -- (a group of persons together in one place);;;;;
Faces_277_h;Faces;box fighters;{00433458} <noun.act> contact sport#1 -- (a sport that necessarily involves body contact between opposing players);{09939313} <noun.person> combatant#1, battler#1, belligerent#1, fighter#1, scrapper#1 -- (someone who fights (or is fighting));;;;;
Faces_278_h;Faces;woman and man;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";;;;;
Faces_279_h;Faces;sad people;"{07942152} <noun.group> people#1 -- ((plural) any group of human beings (men or women or children) collectively; ""old people""; ""there were at least 200 people in the audience"")";"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{00066191} <verb.body> cry#2, weep#1 -- (shed tears because of sadness, rage, or pain; ""She cried bitterly when she heard the news of his death""; ""The girl in the wheelchair wept with frustration when she could not get up the stairs"")";;;
Faces_280_h;Faces;box fighters;{00433458} <noun.act> contact sport#1 -- (a sport that necessarily involves body contact between opposing players);{09939313} <noun.person> combatant#1, battler#1, belligerent#1, fighter#1, scrapper#1 -- (someone who fights (or is fighting));"{05399847} <noun.body> blood#1 -- (the fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets; ""blood carries oxygen and nutrients to the tissues and carries away waste products""; ""the ancients believed that blood was the seat of the emotions"")";;;;
Faces_281_h;Faces;hurting woman;"{14322699} <noun.state> pain#1, hurting#1 -- (a symptom of some physical hurt or disorder; ""the patient developed severe pain and distension"")";"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";;;;;
Faces_282_h;Faces;football players;{00468480} <noun.act> football#1, football game#1 -- (any of various games played with a ball (round or oval) in which two teams try to kick or carry or propel the ball into each other's goal);{00523513} <noun.act> sport#1, athletics#1 -- (an active diversion requiring physical exertion and competition);{10439851} <noun.person> player1#1, participant1#2 -- (a person who participates in or is skilled at some game);{08208560} <noun.group> team#1, squad#2 -- (a cooperative unit (especially in sports));;;
Faces_283_h;Faces;elderly woman crying;"{07943870} <noun.group> aged#1, elderly#1 -- (people who are old collectively; ""special arrangements were available for the aged"")";"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{00066191} <verb.body> cry#2, weep#1 -- (shed tears because of sadness, rage, or pain; ""She cried bitterly when she heard the news of his death""; ""The girl in the wheelchair wept with frustration when she could not get up the stairs"")";;;;
Faces_284_h;Faces;crippled man;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{09978889} <noun.person> cripple#1 -- (someone who is unable to walk normally because of an injury or disability to the legs or back);;;;;
Faces_285_h;Faces;homeless woman;"{10182190} <noun.person> homeless#1, homeless person#1 -- (someone unfortunate without housing; ""a homeless was found murdered in Central Park"")";"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";;;;;
Faces_286_h;Faces;judo fighters;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{00825773} <noun.act> judo#1 -- (a sport adapted from jujitsu (using principles of not resisting) and similar to wrestling; developed in Japan)";;;;;
Faces_287_h;Faces;football player;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";;;;;;
Faces_288_h;Faces;woman;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{02818832} <noun.artifact> bed#1 -- (a piece of furniture that provides a place to sleep; ""he sat on the edge of the bed""; ""the room had only a bed and chair"")";;;;;
Faces_289_h;Faces;elderly man;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{11508382} <noun.phenomenon> snow#1, snowfall#1 -- (precipitation falling from clouds in the form of ice crystals);{15043763} <noun.substance> snow#2 -- (a layer of snowflakes (white crystals of frozen water) covering the ground);;;;
Faces_290_h;Faces;homeless man;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{05261566} <noun.body> beard#1, face fungus#1, whiskers#1 -- (the hair growing on the lower part of a man's face);"{10182190} <noun.person> homeless#1, homeless person#1 -- (someone unfortunate without housing; ""a homeless was found murdered in Central Park"")";;;;
Faces_291_h;Faces;police arresting someone;"{08209687} <noun.group> police#1, police force#1, constabulary#1, law1#7 -- (the force of policemen and officers; ""the law came looking for him"")";"{01215137} <verb.contact> collar#1, nail1#2, apprehend#2, arrest#1, pick up#7, nab#2, cop#2 -- (take into custody; ""the police nabbed the suspected criminals"")";;;;;
Faces_292_h;Faces;man;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{09189411} <noun.object> Africa#1 -- (the second largest continent; located to the south of Europe and bordered to the west by the South Atlantic and to the east by the Indian Ocean)";;;;;
Faces_293_h;Faces;police arresting someone;"{08209687} <noun.group> police#1, police force#1, constabulary#1, law1#7 -- (the force of policemen and officers; ""the law came looking for him"")";"{01215137} <verb.contact> collar#1, nail1#2, apprehend#2, arrest#1, pick up#7, nab#2, cop#2 -- (take into custody; ""the police nabbed the suspected criminals"")";;;;;
Faces_294_h;Faces;wounded man;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{03540595} <noun.artifact> hospital#1, infirmary#1 -- (a health facility where patients receive treatment);;;;;
Faces_295_h;Faces;judo fighters;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{00825773} <noun.act> judo#1 -- (a sport adapted from jujitsu (using principles of not resisting) and similar to wrestling; developed in Japan)";;;;;
Faces_296_h;Faces;man smoking;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{01198101} <verb.consumption> smoke#1 -- (inhale and exhale smoke from cigarettes, cigars, pipes; ""We never smoked marijuana""; ""Do you smoke?"")";;;;;
Faces_297_h;Faces;judo fighters;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{00825773} <noun.act> judo#1 -- (a sport adapted from jujitsu (using principles of not resisting) and similar to wrestling; developed in Japan)";"{07123012} <noun.communication> scream#1, screaming#1, shriek#1, shrieking#1, screech#2, screeching#2 -- (sharp piercing cry; ""her screaming attracted the neighbors"")";;;;
Faces_298_h;Faces;fighter;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{05538625} <noun.body> head#1, caput#2 -- (the upper part of the human body or the front part of the body in animals; contains the face and brains; ""he stuck his head out the window"")";"{05399847} <noun.body> blood#1 -- (the fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets; ""blood carries oxygen and nutrients to the tissues and carries away waste products""; ""the ancients believed that blood was the seat of the emotions"")";;;;
Faces_299_h;Faces;box fighters;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{00433458} <noun.act> contact sport#1 -- (a sport that necessarily involves body contact between opposing players);;;;;
Faces_300_h;Faces;elderly man;"{07943870} <noun.group> aged#1, elderly#1 -- (people who are old collectively; ""special arrangements were available for the aged"")";"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus";"{05015117} <noun.attribute> coldness#3, cold#2, low temperature#1, frigidity2#2, frigidness2#2 -- (the absence of heat; ""the coldness made our breath visible""; ""come in out of the cold""; ""cold is a vasoconstrictor"")";;;;
Faces_301_h;Faces;man and woman;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus";;;;;
Faces_302_h;Faces;homeless man;"{02022953} <adj.all> poor#2 (vs. rich#1) -- (having little money or few possessions; ""deplored the gap between rich and poor countries""; ""the proverbial poor artist living in a garret"")";"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus";;;;;
Faces_303_h;Faces;beggar woman;"{01049462} <adj.all> unfortunate#1 (vs. fortunate#1) -- (not favored by fortune; marked or accompanied by or resulting in ill fortune; ""an unfortunate turn of events""; ""an unfortunate decision""; ""unfortunate investments""; ""an unfortunate night for all concerned"")";"{02022953} <adj.all> poor#2 (vs. rich#1) -- (having little money or few possessions; ""deplored the gap between rich and poor countries""; ""the proverbial poor artist living in a garret"")";"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";;;;
Faces_304_h;Faces;men in the water;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{09225146} <noun.object> body of water#1, water#2 -- (the part of the earth's surface covered with water (such as a river or lake or ocean); ""they invaded our territorial waters""; ""they were sitting by the water's edge"")";;;;;
Faces_305_h;Faces;woman;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{02773037} <noun.artifact> bag#1 -- (a flexible container with a single opening; ""he stuffed his laundry into a large bag"")";;;;;
Faces_306_v;Faces;couple;"{07988857} <noun.group> couple1#2, mates#1, match#8 -- (a pair of people who live together; ""a married couple from Chicago"")";"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus";"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";;;;
Faces_307_v;Faces;couple;"{07988857} <noun.group> couple1#2, mates#1, match#8 -- (a pair of people who live together; ""a married couple from Chicago"")";"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus";"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";;;;
Faces_308_h;Faces;men;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus";{07985223} <noun.group> pair1#1, brace#3 -- (a set of two similar things considered as a unit);;;;;
Faces_309_h;Faces;men;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus";{07985223} <noun.group> pair1#1, brace#3 -- (a set of two similar things considered as a unit);;;;;
Faces_310_v;Faces;woman;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";{00021265} <noun.Tops> food#1, nutrient#1 -- (any substance that can be metabolized by an animal to give energy and build tissue);{07695965} <noun.food> sandwich#1 -- (two (or more) slices of bread with a filling between them);;;;
Faces_311_h;Faces;elderly woman;"{07943870} <noun.group> aged#1, elderly#1 -- (people who are old collectively; ""special arrangements were available for the aged"")";"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";;;;;
Faces_312_h;Faces;man;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{02858304} <noun.artifact> boat#1 -- (a small vessel for travel on water);;;;;
Faces_313_h;Faces;boys playing;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{10285313} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";"{00480993} <noun.act> basketball#1, basketball game#1, hoops#1 -- (a game played on a court by two opposing teams of 5 players; points are scored by throwing the ball through an elevated horizontal hoop)";;;;
Faces_314_h;Faces;man skateboarding;{04051549} <noun.artifact> ramp#1, incline#2 -- (an inclined surface connecting two levels);{04225729} <noun.artifact> skate#1 -- (sports equipment that is worn on the feet to enable the wearer to glide along and to be propelled by the alternate actions of the legs);"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";;;;
Faces_315_h;Faces;elderly couple;"{07943870} <noun.group> aged#1, elderly#1 -- (people who are old collectively; ""special arrangements were available for the aged"")";"{07985628} <noun.group> couple#1, twosome#2, duo#3, duet#3 -- (a pair who associate with one another; ""the engaged couple""; ""an inseparable twosome"")";"{15155220} <noun.time> day#1, twenty-four hours#1, twenty-four hour period#1, 24-hour interval#1, solar day#1, mean solar day#1 -- (time for Earth to make a complete rotation on its axis; ""two days later they left""; ""they put on two performances every day""; ""there are 30,000 passengers per day"")";;;;
Faces_316_h;Faces;man jogging;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{00628390} <noun.act> jogging#1 -- (running at a jog trot as a form of cardiopulmonary exercise);{02800213} <noun.artifact> baseball glove#1, glove1#1, baseball mitt#1, mitt#2 -- (the handwear used by fielders in playing baseball);;;;
Faces_317_v;Faces;woman;"{01644225} <adj.all> aged1#1, elderly#1, older#1, senior#3 -- (advanced in years; (`aged' is pronounced as two syllables); ""aged members of the society""; ""elderly residents could remember the construction of the first skyscraper""; ""senior citizen"")";"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{03236735} <noun.artifact> dress#1, frock#2 -- (a one-piece garment for a woman; has skirt and bodice)";;;;
Faces_318_v;Faces;couple;"{07988857} <noun.group> couple1#2, mates#1, match#8 -- (a pair of people who live together; ""a married couple from Chicago"")";"{01646941} <adj.all> young#1 (vs. old2#1), immature3#2 -- ((used of living things especially persons) in an early period of life or development or growth; ""young people"")";;;;;
Faces_319_v;Faces;man and woman;"{07943870} <noun.group> aged#1, elderly#1 -- (people who are old collectively; ""special arrangements were available for the aged"")";"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{01449564} <adj.all> lost1#1 (vs. found#1) -- (no longer in your possession or control; unable to be found or recovered; ""a lost child""; ""lost friends""; ""his lost book""; ""lost opportunities"")";;;
Faces_320_v;Faces;elderly woman;"{07943870} <noun.group> aged#1, elderly#1 -- (people who are old collectively; ""special arrangements were available for the aged"")";"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";{03456665} <noun.artifact> greatcoat#1, overcoat#1, topcoat#1 -- (a heavy coat worn over clothes in winter);;;;
Faces_321_h;Faces;football players;{00468480} <noun.act> football#1, football game#1 -- (any of various games played with a ball (round or oval) in which two teams try to kick or carry or propel the ball into each other's goal);{08208560} <noun.group> team#1, squad#2 -- (a cooperative unit (especially in sports));{10439851} <noun.person> player1#1, participant1#2 -- (a person who participates in or is skilled at some game);;;;
Faces_322_v;Faces;woman smiling;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";{00021265} <noun.Tops> food#1, nutrient#1 -- (any substance that can be metabolized by an animal to give energy and build tissue);{00028565} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);;;;
Faces_323_h;Faces;men smiling;"{07942152} <noun.group> people#1 -- ((plural) any group of human beings (men or women or children) collectively; ""old people""; ""there were at least 200 people in the audience"")";{07975026} <noun.group> gathering#1, assemblage#1 -- (a group of persons together in one place);"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";;;;
Faces_324_h;Faces;woman smiling;"{07985628} <noun.group> couple#1, twosome#2, duo#3, duet#3 -- (a pair who associate with one another; ""the engaged couple""; ""an inseparable twosome"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";{02858304} <noun.artifact> boat#1 -- (a small vessel for travel on water);{09376198} <noun.object> ocean#1 -- (a large body of water constituting a principal part of the hydrosphere);"{09225146} <noun.object> body of water#1, water#2 -- (the part of the earth's surface covered with water (such as a river or lake or ocean); ""they invaded our territorial waters""; ""they were sitting by the water's edge"")";;
Faces_325_v;Faces;man smiling;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";"{01677366} <noun.animal> common iguana#1, iguana#1, Iguana iguana#1 -- (large herbivorous tropical American arboreal lizards with a spiny crest along the back; used as human food in Central America and South America)";;;;
Faces_326_h;Faces;man jogging;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{00628390} <noun.act> jogging#1 -- (running at a jog trot as a form of cardiopulmonary exercise);"{13104059} <noun.plant> tree#1 -- (a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms)";"{08615374} <noun.location> park1#2, commons#1, common#1, green1#2 -- (a piece of open land for recreational use in an urban area; ""they went for a walk in the park"")";;;
Faces_327_v;Faces;couple;"{07985628} <noun.group> couple#1, twosome#2, duo#3, duet#3 -- (a pair who associate with one another; ""the engaged couple""; ""an inseparable twosome"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";"{08615374} <noun.location> park1#2, commons#1, common#1, green1#2 -- (a piece of open land for recreational use in an urban area; ""they went for a walk in the park"")";;;;
Faces_328_v;Faces;couple;"{07985628} <noun.group> couple#1, twosome#2, duo#3, duet#3 -- (a pair who associate with one another; ""the engaged couple""; ""an inseparable twosome"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";"{04334599} <noun.artifact> street#1 -- (a thoroughfare (usually including sidewalks) that is lined with buildings; ""they walked the streets of the small town""; ""he lives on Nassau Street"")";;;;
Faces_329_h;Faces;man jogging;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{00628390} <noun.act> jogging#1 -- (running at a jog trot as a form of cardiopulmonary exercise);;;;;
Faces_330_v;Faces;people showering;"{07942152} <noun.group> people#1 -- ((plural) any group of human beings (men or women or children) collectively; ""old people""; ""there were at least 200 people in the audience"")";"{00035259} <verb.body> shower#3 -- (take a shower; wash one's body in the shower; ""You should shower after vigorous exercise"")";;;;;
Faces_331_h;Faces;men;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{00344259} <noun.act> sitting#2 -- (the act of assuming or maintaining a seated position; ""he read the mystery at one sitting"")";{03327234} <noun.artifact> fence#1, fencing#1 -- (a barrier that serves to enclose an area);;;;
Faces_332_v;Faces;man exercising;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{00624738} <noun.act> exercise#1, exercising#1, physical exercise#1, physical exertion#1, workout#1 -- (the activity of exerting your muscles in various ways to keep fit; ""the doctor recommended regular exercise""; ""he did some exercising""; ""the physical exertion required by his work kept him fit"")";{08438533} <noun.group> forest#1, wood#2, woods#1 -- (the trees and other plants in a large densely wooded area);{03417749} <noun.artifact> garden1#3 -- (a yard or lawn adjoining a house);{03327234} <noun.artifact> fence#1, fencing#1 -- (a barrier that serves to enclose an area);"{00375969} <adj.all> green#1, greenish#1, light-green#1, dark-green#1 -- (of the color between blue and yellow in the color spectrum; similar to the color of fresh grass; ""a green tree""; ""green fields""; ""green paint"")";
Faces_333_h;Faces;woman smiling;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";"{08436759} <noun.group> vegetation#1, flora#1, botany#1 -- (all the plant life in a particular region or period; ""Pleistocene vegetation""; ""the flora of southern California""; ""the botany of China"")";"{00375969} <adj.all> green#1, greenish#1, light-green#1, dark-green#1 -- (of the color between blue and yellow in the color spectrum; similar to the color of fresh grass; ""a green tree""; ""green fields""; ""green paint"")";;;
